Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,3492.0,20.0,0.38,107.0,0.0,0.0,11.0,0.22,0
2011,7519.0,74.0,1.28,269.0,546.0,2.03,-3.0,-0.05,269
2012,8363.0,88.0,1.53,272.0,625.0,2.3,-159.0,-2.79,18
2013,8842.0,80.0,1.52,263.0,745.0,2.83,-28.0,-0.54,-9
2014,9195.0,95.0,1.84,293.0,753.0,2.57,30.0,0.59,18
2015,9622.0,84.0,1.7,287.0,811.0,2.83,-101.0,-2.06,-11
2016,9729.0,91.0,2.05,311.0,879.0,2.83,13.0,0.3,8
2017,9864.0,91.0,2.45,287.0,1018.0,3.55,-70.0,-1.89,0
2018,9949.0,50.0,1.55,272.0,939.0,3.45,2.0,0.06,-45
2019,10279.0,118.0,2.89,365.0,906.0,2.48,-122.0,-2.84,135
