Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,1297.0,18.0,1.39,55.0,-88.0,-0.0,50.0,3.85,0
2012,1420.0,30.0,2.3,73.0,-100.0,-0.0,27.0,2.08,66
2013,1475.0,24.0,1.84,63.0,-107.0,-0.0,30.0,2.31,-20
2014,1517.0,4.0,0.21,50.0,-75.0,-0.0,3.0,0.16,-83
2015,1582.0,28.0,1.48,65.0,-57.0,-0.0,-5.0,-0.26,598
2016,1633.0,23.0,1.21,66.0,-86.0,-0.0,44.0,2.32,-17
2017,1602.0,21.0,1.11,63.0,-85.0,-0.0,20.0,1.05,-8
2018,1610.0,24.0,1.27,57.0,-89.0,-0.0,24.0,1.26,14
2019,1642.0,23.0,3.82,60.0,-94.0,-0.0,27.0,4.5,-4
2020,1657.0,14.0,2.16,48.0,-68.0,-0.0,-5.0,-0.63,-39
