Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,74.0,15.0,0.71,13.0,0.0,0.0,-4.0,-0.19,0
2011,283.0,92.0,4.6,146.0,843.0,5.77,120.0,6.0,512
2012,323.0,117.0,5.57,189.0,696.0,3.68,84.0,4.0,27
2013,158.0,24.0,1.2,37.0,641.0,17.32,19.0,0.95,-79
2014,153.0,27.0,1.35,44.0,1032.0,23.45,19.0,0.95,12
2015,171.0,33.0,1.5,58.0,925.0,15.95,43.0,1.95,22
2016,212.0,44.0,1.99,73.0,727.0,9.96,40.0,1.82,33
2017,255.0,44.0,1.99,81.0,683.0,8.43,65.0,2.95,0
2018,288.0,76.0,3.44,99.0,682.0,6.89,110.0,5.0,72
2019,310.0,90.0,9.0,118.0,573.0,4.86,85.0,8.5,18
