Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,52.0,2.0,0.1,3.0,0.0,0.0,-2.0,-0.11,0
2011,114.0,4.0,0.2,12.0,20.0,1.67,6.0,0.27,66
2012,135.0,4.0,0.2,14.0,23.0,1.64,1.0,0.05,0
2013,162.0,9.0,0.44,18.0,8.0,0.44,8.0,0.38,99
2014,163.0,4.0,0.2,15.0,17.0,1.13,0.0,0.0,-50
2015,162.0,6.0,0.29,15.0,18.0,1.2,-2.0,-0.1,39
2016,163.0,4.0,0.2,14.0,20.0,1.43,-3.0,-0.15,-28
2017,178.0,3.0,0.15,16.0,9.0,0.56,0.0,0.0,-20
2018,181.0,0.0,-0.01,17.0,21.0,1.24,1.0,0.05,-75
2019,194.0,0.0,0.0,18.0,21.0,1.17,-7.0,-0.37,0
