Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,136.0,2.0,0.2,3.0,0.0,0.0,3.0,0.3,0
2011,228.0,-2.0,-0.2,15.0,28.0,1.87,11.0,1.1,-133
2012,242.0,6.0,0.6,17.0,16.0,0.94,11.0,1.1,807
2013,263.0,18.0,1.63,16.0,-15.0,-0.0,23.0,2.09,171
2014,310.0,10.0,0.9,21.0,-12.0,-0.0,1.0,0.09,-42
2015,334.0,10.0,0.9,19.0,-2.0,-0.0,0.0,0.0,0
2016,398.0,11.0,1.0,21.0,16.0,0.76,-3.0,-0.27,8
2017,423.0,12.0,1.08,32.0,-11.0,-0.0,52.0,4.73,8
2018,516.0,15.0,1.24,32.0,-52.0,-0.0,27.0,2.25,22
2019,596.0,17.0,1.37,37.0,-179.0,-0.0,12.0,1.0,12
