Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,73.0,4.0,0.26,7.0,0.0,0.0,6.0,0.38,0
2011,133.0,6.0,0.37,22.0,11.0,0.5,8.0,0.5,49
2012,161.0,7.0,0.43,31.0,62.0,2.0,16.0,1.0,16
2013,186.0,17.0,1.07,45.0,34.0,0.76,24.0,1.5,142
2014,185.0,13.0,0.78,39.0,25.0,0.64,10.0,0.59,-23
2015,201.0,20.0,1.17,47.0,19.0,0.4,0.0,0.0,53
2016,215.0,22.0,1.29,52.0,0.0,0.0,19.0,1.12,9
2017,230.0,24.0,1.33,55.0,-3.0,-0.0,-2.0,-0.11,9
2018,238.0,32.0,1.76,56.0,64.0,1.14,-78.0,-4.33,33
2019,496.0,31.0,1.71,53.0,135.0,2.55,-62.0,-3.44,-3
