Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,0.0,-25.0,-0.37,-25.0,-31.0,-0.0,-26.0,-0.38,0
2012,13.0,-23.0,-0.29,-21.0,-26.0,-0.0,-24.0,-0.31,7
2013,7.0,-20.0,-0.24,-17.0,-9.0,-0.0,-22.0,-0.26,13
2014,0.0,-24.0,-0.28,-17.0,10.0,0.0,-23.0,-0.26,-20
2015,3.0,-21.0,-0.22,-15.0,9.0,0.0,-14.0,-0.15,12
2016,0.0,-15.0,-0.15,-10.0,12.0,0.0,-13.0,-0.12,28
2017,0.0,-16.0,-0.12,-12.0,-3.0,-0.0,-9.0,-0.07,-6
2018,0.0,-16.0,-0.12,-13.0,13.0,0.0,-15.0,-0.1,0
2019,0.0,-16.0,-4.0,-10.0,2.0,0.0,-14.0,-3.5,0
2020,0.0,-18.0,-3.27,-11.0,7.0,0.0,-13.0,-0.07,-12
