Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,2493.0,-67.0,-1.86,12.0,0.0,0.0,388.0,10.78,0
2010,5272.0,106.0,3.01,319.0,813.0,2.55,174.0,4.97,262
2011,6145.0,187.0,5.32,405.0,703.0,1.74,120.0,3.43,75
2012,6252.0,122.0,3.68,320.0,894.0,2.79,110.0,3.33,-34
2013,5289.0,199.0,6.01,335.0,774.0,2.31,302.0,9.15,62
2014,5505.0,193.0,5.83,330.0,1110.0,3.36,64.0,1.94,-3
2015,6189.0,126.0,3.8,297.0,1491.0,5.02,65.0,1.97,-34
2016,7621.0,118.0,3.56,345.0,1263.0,3.66,247.0,7.48,-6
2017,7925.0,108.0,3.15,379.0,1131.0,2.98,142.0,4.18,-8
2018,8399.0,154.0,4.52,370.0,1171.0,3.16,96.0,2.82,42
2019,8844.0,262.0,7.69,441.0,980.0,2.22,189.0,5.56,69
2020,8807.0,258.0,7.57,428.0,1034.0,2.42,252.0,7.41,-1
