Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,42.0,7.0,0.29,10.0,-4.0,-0.0,1.0,0.04,0
2012,41.0,-3.0,-0.12,1.0,-1.0,-0.0,-3.0,-0.13,-142
2013,56.0,1.0,0.04,3.0,-9.0,-0.0,6.0,0.23,133
2014,68.0,-5.0,-0.2,0.0,-4.0,0.0,-8.0,-0.32,-595
2015,74.0,-10.0,-0.39,-4.0,11.0,0.0,-13.0,-0.5,-100
2016,67.0,-6.0,-0.22,0.0,10.0,0.0,-3.0,-0.11,39
2017,55.0,-6.0,-0.22,2.0,5.0,2.5,0.0,0.0,0
2018,59.0,-4.0,-0.16,4.0,-2.0,-0.0,1.0,0.04,33
2019,125.0,5.0,5.0,5.0,-31.0,-0.0,2.0,2.0,225
2020,177.0,4.0,2.06,5.0,-40.0,-0.0,5.0,0.16,-20
