Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,62.0,13.0,1.0,9.0,0.0,0.0,8.0,0.62,0
2011,131.0,35.0,2.7,54.0,12.0,0.22,39.0,3.0,169
2012,147.0,31.0,2.4,53.0,32.0,0.6,42.0,3.23,-11
2013,146.0,29.0,2.24,48.0,-13.0,-0.0,57.0,4.38,-6
2014,147.0,32.0,2.47,55.0,-66.0,-0.0,50.0,3.85,10
2015,142.0,28.0,2.33,43.0,-76.0,-0.0,35.0,2.92,-12
2016,150.0,37.0,3.09,65.0,-74.0,-0.0,53.0,4.42,32
2017,141.0,27.0,2.26,54.0,-74.0,-0.0,46.0,3.83,-27
2018,152.0,45.0,3.73,59.0,-74.0,-0.0,52.0,4.33,66
2019,168.0,47.0,3.91,68.0,-97.0,-0.0,46.0,3.83,4
