Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,182.0,4.0,0.33,19.0,0.0,0.0,4.0,0.33,0
2011,423.0,18.0,1.26,46.0,73.0,1.59,-4.0,-0.29,348
2012,368.0,23.0,1.42,41.0,51.0,1.24,24.0,1.5,27
2013,372.0,15.0,0.98,43.0,33.0,0.77,17.0,1.13,-34
2014,486.0,8.0,0.99,47.0,318.0,6.77,6.0,0.75,-46
2015,404.0,-8.0,1.0,44.0,796.0,18.09,-2.0,0.25,-199
2016,583.0,6.0,0.66,100.0,791.0,7.91,26.0,2.89,175
2017,618.0,161.0,6.99,98.0,583.0,5.95,-73.0,-3.17,2578
2018,769.0,-262.0,6.88,-105.0,825.0,0.0,-22.0,0.58,-262
2019,845.0,-44.0,-1.02,104.0,745.0,7.16,5.0,0.12,83
