Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2015,1449.0,30.0,0.6,93.0,161.0,1.73,61.0,1.22,0
2016,1646.0,30.0,0.6,112.0,363.0,3.24,66.0,1.32,0
2017,1860.0,54.0,0.68,143.0,452.0,3.16,4.0,0.05,79
2018,2110.0,73.0,1.37,162.0,545.0,3.36,68.0,1.28,35
2019,2356.0,76.0,1.79,118.0,554.0,4.69,105.0,2.5,4
2020,2398.0,83.0,1.95,120.0,673.0,5.61,90.0,2.2,9
