Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,329.0,-14.0,-0.63,54.0,0.0,0.0,-5.0,-0.23,0
2011,173.0,105.0,4.39,44.0,635.0,14.43,9.0,0.38,850
2012,228.0,37.0,12.34,88.0,128.0,1.45,63.0,21.0,-64
2013,268.0,4.0,4.0,71.0,845.0,11.9,-6.0,-6.0,-89
2014,673.0,54.0,0.56,248.0,2369.0,9.55,58.0,0.62,1246
2015,1302.0,-40.0,-40.0,310.0,2162.0,6.97,101.0,101.0,-174
2016,1447.0,-58.0,-58.0,289.0,2094.0,7.25,119.0,119.0,-45
