Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,18.0,-3.0,-0.02,1.0,0.0,0.0,0.0,0.0,0
2011,36.0,0.0,0.0,4.0,14.0,3.5,-4.0,-0.57,100
2012,39.0,-4.0,-0.4,-2.0,5.0,0.0,-6.0,-0.6,-40099
2013,60.0,0.0,0.0,0.0,-17.0,0.0,-2.0,-0.12,100
2014,74.0,-4.0,-0.2,2.0,-13.0,-0.0,-7.0,-0.35,-40099
2015,83.0,-7.0,-0.35,-2.0,2.0,0.0,-10.0,-0.5,-75
2016,85.0,-6.0,-0.3,-2.0,5.0,0.0,-4.0,-0.2,14
2017,81.0,-10.0,-0.47,-10.0,-3.0,-0.0,-11.0,-0.5,-66
2018,94.0,-15.0,-0.52,-12.0,3.0,0.0,-14.0,-0.5,-50
2019,23.0,-2.0,-0.06,-12.0,-22.0,-0.0,-13.0,-0.46,86
