Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,31.0,9.0,1.13,7.0,0.0,0.0,2.0,0.25,0
2011,63.0,17.0,2.13,30.0,280.0,9.33,24.0,3.0,88
2012,68.0,19.0,1.45,35.0,207.0,5.91,29.0,2.23,11
2013,67.0,20.0,1.52,37.0,360.0,9.73,33.0,2.54,5
2014,72.0,21.0,1.05,37.0,449.0,12.14,30.0,1.5,4
2015,82.0,24.0,1.16,39.0,537.0,13.77,30.0,1.43,14
2016,94.0,28.0,1.28,45.0,550.0,12.22,28.0,1.27,16
2017,102.0,34.0,1.43,50.0,635.0,12.7,37.0,1.54,21
2018,103.0,41.0,1.64,51.0,703.0,13.78,53.0,2.12,20
2019,108.0,39.0,1.6,52.0,489.0,9.4,44.0,1.83,-4
