Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,9.0,-6.0,-0.12,-1.0,0.0,0.0,0.0,0.0,0
2011,103.0,57.0,1.02,47.0,-53.0,-0.0,36.0,0.64,1051
2012,130.0,32.0,0.57,47.0,-40.0,-0.0,25.0,0.45,-43
2013,124.0,6.0,0.11,11.0,-16.0,-0.0,0.0,0.0,-81
2014,114.0,14.0,0.26,35.0,-29.0,-0.0,22.0,0.41,132
2015,91.0,3.0,0.05,18.0,-14.0,-0.0,-5.0,-0.09,-78
2016,82.0,4.0,0.08,20.0,-17.0,-0.0,3.0,0.05,32
2017,109.0,4.0,0.07,41.0,-23.0,-0.0,11.0,0.19,0
2018,114.0,8.0,0.13,25.0,-8.0,-0.0,-17.0,-0.29,99
2019,134.0,5.0,0.06,36.0,-13.0,-0.0,-18.0,-0.28,-37
