Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,162.0,14.0,1.16,11.0,0.0,0.0,3.0,0.25,0
2011,293.0,4.0,0.31,15.0,-93.0,-0.0,23.0,1.77,-66
2012,285.0,2.0,0.18,9.0,-70.0,-0.0,6.0,0.55,-40
2013,348.0,14.0,1.28,26.0,-50.0,-0.0,4.0,0.36,398
2014,485.0,7.0,0.63,33.0,155.0,4.7,13.0,1.18,-46
2015,566.0,17.0,1.42,51.0,97.0,1.9,58.0,4.83,124
2016,498.0,-66.0,-5.5,-54.0,67.0,0.0,35.0,2.92,-460
2017,489.0,-11.0,-0.92,37.0,53.0,1.43,18.0,1.5,84
2018,546.0,20.0,1.66,47.0,60.0,1.28,0.0,0.0,310
2019,135.0,-1.0,-0.1,-4.0,71.0,0.0,30.0,3.0,-100
