Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,69.0,2.0,0.28,8.0,0.0,0.0,3.0,0.43,0
2011,79.0,6.0,0.66,12.0,14.0,1.17,26.0,2.89,198
2012,82.0,33.0,2.99,10.0,-45.0,-0.0,12.0,1.09,449
2013,91.0,4.0,0.48,10.0,-38.0,-0.0,-7.0,-0.88,-87
2014,101.0,7.0,0.7,15.0,-45.0,-0.0,8.0,0.8,74
2015,106.0,7.0,0.77,16.0,-52.0,-0.0,9.0,1.0,0
2016,108.0,8.0,0.88,17.0,-33.0,-0.0,9.0,1.0,14
2017,110.0,12.0,1.08,17.0,-29.0,-0.0,6.0,0.55,49
2018,117.0,12.0,1.32,19.0,-45.0,-0.0,11.0,1.22,0
2019,122.0,13.0,1.08,20.0,-63.0,-0.0,13.0,1.08,8
