Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,269.0,-2.0,-0.14,4.0,0.0,0.0,-12.0,-0.86,0
2011,640.0,-9.0,-0.64,8.0,-42.0,-0.0,-13.0,-0.93,-352
2012,652.0,-1.0,-0.07,18.0,-49.0,-0.0,-3.0,-0.21,88
2013,620.0,1.0,0.07,21.0,-64.0,-0.0,27.0,1.93,201
2014,669.0,9.0,0.61,31.0,-89.0,-0.0,31.0,2.07,791
2015,681.0,16.0,1.07,40.0,-71.0,-0.0,10.0,0.67,77
2016,693.0,11.0,0.79,35.0,-87.0,-0.0,17.0,1.21,-31
2017,715.0,13.0,1.0,38.0,-64.0,-0.0,24.0,1.85,18
2018,768.0,20.0,1.53,42.0,-67.0,-0.0,19.0,1.46,53
2019,771.0,14.0,1.21,66.0,-55.0,-0.0,20.0,1.82,-30
