Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,32.0,-4.0,-2.0,-4.0,-4.0,-0.0,-6.0,-3.0,0
2012,33.0,-4.0,-2.0,-4.0,-4.0,-0.0,-2.0,-1.0,0
2013,16.0,-4.0,-1.0,-4.0,-3.0,-0.0,-7.0,-1.75,0
2014,10.0,4.0,1.0,4.0,-1.0,-0.0,-4.0,-1.0,200
2015,10.0,4.0,0.68,4.0,-1.0,-0.0,-4.0,-0.67,0
2016,5.0,0.0,0.0,0.0,-1.0,0.0,-3.0,-0.38,-100
2017,9.0,4.0,0.52,4.0,-8.0,-0.0,0.0,0.0,39900
2018,22.0,2.0,0.16,2.0,-7.0,-0.0,-6.0,-0.5,-50
2019,39.0,-5.0,-5.0,-5.0,-3.0,-0.0,-8.0,-8.0,-348
2020,26.0,-5.0,-3.1,-5.0,-1.0,-0.0,-7.0,-0.35,0
