Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2015,6824.0,1364.0,5.17,2652.0,2050.0,0.77,1835.0,6.95,0
2016,13240.0,-1861.0,-5.09,2679.0,10545.0,3.94,2693.0,7.36,-236
2017,17636.0,1784.0,4.41,7206.0,6344.0,0.88,5923.0,14.62,195
2018,20848.0,12610.0,29.24,9278.0,13201.0,1.42,8484.0,19.68,606
2019,21813.0,3473.0,8.21,9482.0,32220.0,3.4,9232.0,21.88,-72
