Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,726.0,31.0,0.74,58.0,181.0,3.12,-151.0,-3.6,0
2012,629.0,16.0,0.36,43.0,58.0,1.35,-9.0,-0.2,-46
2013,573.0,3.0,0.07,22.0,98.0,4.45,-81.0,-1.8,-76
2014,591.0,9.0,0.19,30.0,79.0,2.63,-26.0,-0.57,149
2015,629.0,-5.0,-0.11,24.0,92.0,3.83,-98.0,-2.13,-139
2016,649.0,11.0,0.24,41.0,139.0,3.39,-130.0,-2.83,400
2017,715.0,32.0,0.71,54.0,171.0,3.17,-218.0,-4.84,174
2018,785.0,35.0,0.74,73.0,184.0,2.52,-180.0,-3.91,9
2019,866.0,38.0,0.8,76.0,302.0,3.97,-334.0,-7.11,8
2020,928.0,42.0,0.88,78.0,314.0,4.03,-332.0,-6.92,10
