Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,48.0,4.0,0.5,5.0,0.0,0.0,4.0,0.5,0
2011,96.0,14.0,1.54,28.0,146.0,5.21,9.0,1.0,249
2012,101.0,17.0,1.89,35.0,54.0,1.54,26.0,2.89,21
2013,96.0,21.0,2.35,38.0,73.0,1.92,35.0,3.89,23
2014,100.0,23.0,2.3,38.0,70.0,1.84,9.0,0.9,9
2015,104.0,24.0,2.68,43.0,114.0,2.65,24.0,2.67,4
2016,110.0,28.0,3.12,46.0,118.0,2.57,22.0,2.44,16
2017,135.0,31.0,3.1,53.0,88.0,1.66,30.0,3.0,10
2018,145.0,45.0,2.25,62.0,71.0,1.15,48.0,2.4,45
2019,159.0,48.0,2.51,66.0,77.0,1.17,34.0,1.79,6
