Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,15.0,-6.0,-0.6,1.0,0.0,0.0,1.0,0.1,0
2011,38.0,-25.0,-1.0,-14.0,9.0,0.0,2.0,0.08,-317
2012,39.0,4.0,0.16,4.0,13.0,3.25,2.0,0.08,116
2013,40.0,-3.0,-0.12,-1.0,10.0,0.0,-5.0,-0.2,-174
2014,41.0,4.0,0.12,4.0,8.0,2.0,-4.0,-0.12,233
2015,48.0,4.0,0.12,4.0,55.0,13.75,-10.0,-0.25,0
2016,60.0,4.0,0.12,8.0,2.0,0.25,-8.0,-0.21,0
2017,80.0,7.0,0.11,11.0,-15.0,-0.0,-23.0,-0.4,74
2018,94.0,7.0,0.1,18.0,67.0,3.72,21.0,0.36,0
2019,99.0,3.0,0.05,9.0,-46.0,-0.0,-11.0,-0.11,-57
