Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,36.0,-9.0,-0.53,-1.0,0.0,0.0,10.0,0.59,0
2011,58.0,-13.0,-0.69,5.0,865.0,173.0,5.0,0.26,-44
2012,106.0,68.0,2.72,23.0,888.0,38.61,29.0,1.16,623
2013,254.0,18.0,0.58,48.0,1241.0,25.85,95.0,3.06,-73
2014,298.0,28.0,0.88,58.0,1665.0,28.71,130.0,4.06,55
2015,361.0,32.0,1.04,65.0,1919.0,29.52,182.0,5.87,14
2016,420.0,28.0,0.96,57.0,2186.0,38.35,190.0,6.55,-12
2017,433.0,3.0,0.12,40.0,2200.0,55.0,210.0,7.78,-89
2018,388.0,14.0,0.56,27.0,2205.0,81.67,211.0,8.79,365
2019,235.0,4.0,0.16,13.0,2245.0,172.69,210.0,8.75,-71
