Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,71.0,-15.0,-1.5,-14.0,0.0,0.0,-2.0,-0.2,0
2011,103.0,-4.0,0.08,-6.0,-15.0,-0.0,-8.0,0.16,73
2012,60.0,31.0,2.82,-2.0,-35.0,-0.0,27.0,2.45,876
2013,58.0,-11.0,2.75,-3.0,-17.0,-0.0,-8.0,2.0,-135
2014,59.0,-28.0,2.8,-4.0,-5.0,-0.0,-10.0,1.0,-154
2015,55.0,5.0,0.36,2.0,-6.0,-0.0,4.0,0.31,117
2016,43.0,-5.0,-5.0,-4.0,-4.0,-0.0,0.0,0.0,-199
2017,0.0,-7.0,-7.0,-4.0,0.0,0.0,-2.0,-2.0,-40
2018,0.0,0.0,0.0,-2.0,-6.0,-0.0,-5.0,-5.0,100
2019,0.0,0.0,0.0,-4.0,-2.0,-0.0,2.0,0.14,-100
