Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,104.0,19.0,0.9,19.0,0.0,0.0,24.0,1.14,0
2011,218.0,44.0,2.08,69.0,263.0,3.81,49.0,2.33,131
2012,232.0,40.0,1.9,65.0,442.0,6.8,37.0,1.76,-9
2013,249.0,48.0,2.08,74.0,76.0,1.03,132.0,5.74,19
2014,264.0,57.0,2.48,95.0,65.0,0.68,83.0,3.61,18
2015,289.0,63.0,2.52,102.0,125.0,1.23,81.0,3.24,10
2016,309.0,75.0,2.88,124.0,237.0,1.91,82.0,3.15,19
2017,340.0,85.0,3.14,149.0,220.0,1.48,112.0,4.15,13
2018,385.0,120.0,4.43,171.0,131.0,0.77,133.0,4.93,41
2019,507.0,163.0,5.07,226.0,189.0,0.84,205.0,6.41,35
