Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,423.0,26.0,4.32,56.0,0.0,0.0,20.0,3.33,0
2011,614.0,42.0,6.99,86.0,93.0,1.08,44.0,7.33,61
2012,579.0,-85.0,6.08,74.0,61.0,0.82,63.0,-4.5,-302
2013,558.0,12.0,6.0,56.0,9.0,0.16,47.0,23.5,114
2014,498.0,22.0,4.4,35.0,26.0,0.74,18.0,3.6,83
2015,443.0,-171.0,2.63,-200.0,61.0,0.0,25.0,-0.38,-876
2016,403.0,-130.0,2.64,-51.0,-46.0,-0.0,10.0,-0.2,23
2017,381.0,-40.0,2.65,-36.0,-8.0,-0.0,-36.0,2.4,69
2018,283.0,18.0,5.99,10.0,-6.0,-0.0,-14.0,-4.67,145
2019,216.0,-23.0,-3.82,-18.0,-10.0,-0.0,9.0,1.5,-227
