Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2014,4.0,-33.0,-1.32,-19.0,-35.0,-0.0,-19.0,-0.76,0
2015,9.0,-19.0,-0.54,-19.0,-1.0,-0.0,-23.0,-0.66,42
2016,4.0,-31.0,-0.81,-31.0,-1.0,-0.0,-28.0,-0.72,-63
2017,7.0,-26.0,-0.48,-26.0,-7.0,-0.0,-25.0,-0.47,16
2018,5.0,-32.0,-0.47,-32.0,-4.0,-0.0,-31.0,-0.47,-23
2019,4.0,-31.0,-2.21,-32.0,-11.0,-0.0,-30.0,-2.14,3
