Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2011,96.0,7.0,0.54,3.0,-5.0,-0.0,1.0,0.08,692
2012,113.0,4.0,0.32,6.0,-3.0,-0.0,3.0,0.25,-37
2013,128.0,5.0,0.45,7.0,-6.0,-0.0,3.0,0.27,19
2014,144.0,5.0,0.45,10.0,-8.0,-0.0,3.0,0.27,0
2015,170.0,10.0,0.9,18.0,-4.0,-0.0,10.0,0.91,83
2016,188.0,14.0,1.4,26.0,-5.0,-0.0,15.0,1.5,36
2017,328.0,21.0,2.1,38.0,58.0,1.53,21.0,2.1,46
2018,344.0,15.0,1.5,43.0,52.0,1.21,8.0,0.8,-27
2019,335.0,13.0,1.3,47.0,93.0,1.98,-3.0,-0.3,-12
