Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2016,3518.0,199.0,11.06,253.0,1138.0,4.5,220.0,12.22,0
2017,4283.0,232.0,8.92,447.0,1667.0,3.73,-6.0,-0.23,16
2018,9089.0,64.0,0.72,185.0,1951.0,10.55,143.0,1.63,-72
2019,9781.0,-119.0,-1.6,9.0,1909.0,212.11,248.0,3.35,-285
