Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,19.0,4.0,0.34,6.0,0.0,0.0,2.0,0.17,0
2011,39.0,8.0,0.68,22.0,81.0,3.68,7.0,0.58,99
2012,40.0,7.0,0.59,24.0,81.0,3.38,5.0,0.42,-12
2013,40.0,8.0,0.68,24.0,78.0,3.25,9.0,0.75,14
2014,44.0,10.0,0.84,26.0,84.0,3.23,5.0,0.42,24
2015,45.0,10.0,0.84,27.0,83.0,3.07,8.0,0.67,0
2016,45.0,9.0,0.76,27.0,81.0,3.0,6.0,0.5,-10
2017,47.0,10.0,0.84,28.0,90.0,3.21,-4.0,-0.33,10
2018,47.0,11.0,0.91,26.0,93.0,3.58,0.0,0.0,9
2019,50.0,12.0,0.99,27.0,99.0,3.67,-1.0,-0.08,8
