Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,12.0,-12.0,-0.63,-10.0,0.0,0.0,-6.0,-0.32,0
2011,27.0,8.0,0.42,2.0,13.0,6.5,-2.0,-0.11,166
2012,29.0,-1.0,-0.06,2.0,15.0,7.5,-3.0,-0.16,-112
2013,47.0,9.0,0.45,11.0,-6.0,-0.0,17.0,0.85,1009
2014,61.0,10.0,0.49,22.0,28.0,1.27,17.0,0.81,10
2015,70.0,226.0,10.77,36.0,2.0,0.06,37.0,1.76,2157
2016,107.0,-2.0,-0.1,63.0,72.0,1.14,57.0,2.85,-100
2017,139.0,12.0,0.53,92.0,23.0,0.25,89.0,3.87,703
2018,338.0,143.0,5.95,258.0,-129.0,-0.0,191.0,7.96,1090
2019,258.0,630.0,33.18,838.0,-431.0,-0.0,-31.0,-1.63,340
