Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,3364.0,285.0,0.4,460.0,18297.0,39.78,876.0,1.26,0
2009,6058.0,-1031.0,-1.26,-741.0,18187.0,0.0,2037.0,2.51,-461
2010,5878.0,-539.0,-0.6,-112.0,12768.0,0.0,4227.0,4.86,47
2011,5553.0,-215.0,-0.35,844.0,6712.0,7.95,4753.0,7.52,60
2012,5400.0,1120.0,0.69,2378.0,4007.0,1.69,2441.0,1.55,620
2013,5359.0,1091.0,0.74,2310.0,3169.0,1.37,3745.0,2.58,-2
2014,5183.0,1147.0,0.77,2205.0,2361.0,1.07,2107.0,1.45,5
2015,5378.0,1062.0,0.74,2053.0,6977.0,3.4,1599.0,1.13,-7
2016,3398.0,1163.0,0.85,227.0,5910.0,26.04,2037.0,1.52,9
2017,3539.0,1263.0,0.98,435.0,6620.0,15.22,2297.0,1.82,8
2018,3735.0,1759.0,1.52,398.0,12006.0,30.17,2275.0,1.99,39
2019,4718.0,428.0,0.44,1257.0,8331.0,6.63,2581.0,2.58,-75
