Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-14.0,-0.66,-7.0,0.0,0.0,-6.0,-0.29,0
2011,4.0,-27.0,-1.22,-25.0,-6.0,-0.0,-28.0,-1.27,-92
2012,4.0,-36.0,-1.49,-34.0,-1.0,-0.0,-36.0,-1.5,-33
2013,4.0,-37.0,-1.32,-48.0,6.0,0.0,-33.0,-1.18,-2
2014,4.0,-71.0,-2.16,-68.0,25.0,0.0,-58.0,-1.76,-91
2015,13.0,-72.0,-1.94,-68.0,23.0,0.0,-66.0,-1.78,-1
2016,40.0,-64.0,-1.61,-51.0,35.0,0.0,-51.0,-1.28,11
2017,63.0,-52.0,-1.16,-40.0,2.0,0.0,-38.0,-0.84,18
2018,28.0,-125.0,-2.58,-121.0,90.0,0.0,-105.0,-2.19,-140
2019,109.0,-83.0,-1.67,-50.0,101.0,0.0,-62.0,-1.27,33
