Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-8.0,-0.08,-4.0,0.0,0.0,-2.0,-0.02,0
2011,8.0,-13.0,-0.11,-17.0,-29.0,-0.0,-18.0,-0.14,-62
2012,4.0,-19.0,-0.57,-19.0,-13.0,-0.0,-25.0,-0.74,-46
2013,12.0,-63.0,-1.37,-17.0,-51.0,-0.0,-16.0,-0.35,-231
2014,8.0,-34.0,-0.58,-37.0,-93.0,-0.0,-33.0,-0.56,46
2015,39.0,-28.0,-0.42,-30.0,-162.0,-0.0,-16.0,-0.24,17
2016,34.0,-72.0,-0.99,-71.0,-104.0,-0.0,-64.0,-0.88,-157
2017,40.0,-87.0,-1.07,-79.0,-126.0,-0.0,-71.0,-0.88,-20
2018,3.0,-95.0,-1.01,-87.0,-80.0,-0.0,-76.0,-0.83,-9
2019,5.0,-119.0,-1.19,-109.0,-12.0,-0.0,-99.0,-1.01,-25
