Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,424.0,13.0,2.6,14.0,0.0,0.0,5.0,1.0,0
2011,579.0,20.0,4.0,49.0,161.0,3.29,27.0,5.4,53
2012,544.0,19.0,3.8,70.0,138.0,1.97,38.0,7.6,-5
2013,471.0,21.0,4.2,62.0,87.0,1.4,50.0,10.0,10
2014,421.0,17.0,1.7,54.0,46.0,0.85,43.0,4.3,-19
2015,532.0,23.0,2.3,74.0,231.0,3.12,28.0,2.8,35
2016,689.0,25.0,2.5,75.0,213.0,2.84,40.0,4.0,8
2017,758.0,37.0,3.7,78.0,170.0,2.18,45.0,4.5,47
2018,356.0,34.0,3.4,78.0,159.0,2.04,15.0,1.5,-8
2019,751.0,34.0,3.06,86.0,268.0,3.12,9.0,0.82,0
2020,759.0,31.0,2.79,83.0,277.0,3.34,15.0,1.36,-8
