Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,6.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0
2011,30.0,4.0,1.32,4.0,0.0,0.0,-3.0,-1.0,296
2012,34.0,4.0,1.32,4.0,-1.0,-0.0,-2.0,-0.67,0
2013,30.0,2.0,0.66,0.0,-1.0,0.0,-4.0,-1.33,-50
2014,37.0,2.0,0.5,4.0,-10.0,-0.0,-4.0,-1.0,0
2015,39.0,4.0,1.0,4.0,-7.0,-0.0,-6.0,-1.5,99
2016,48.0,-3.0,-0.75,-3.0,1.0,0.0,-9.0,-2.25,-174
2017,58.0,-8.0,-1.6,-7.0,14.0,0.0,-11.0,-2.2,-167
