Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,870.0,-43.0,-0.58,90.0,238.0,2.64,48.0,0.64,0
2011,879.0,18.0,0.23,139.0,102.0,0.73,109.0,1.42,141
2012,878.0,18.0,0.23,102.0,292.0,2.86,-30.0,-0.39,0
2013,908.0,3.0,0.04,99.0,350.0,3.54,-49.0,-0.64,-83
2014,1075.0,-166.0,-2.12,-4.0,886.0,0.0,-5.0,-0.06,-5614
2015,1129.0,-209.0,-2.64,11.0,831.0,75.55,83.0,1.05,-25
2016,693.0,-238.0,-2.74,-45.0,594.0,0.0,40.0,0.46,-13
2017,819.0,-60.0,-0.53,116.0,603.0,5.2,14.0,0.12,74
2018,997.0,-84.0,-0.67,154.0,775.0,5.03,-94.0,-0.76,-40
2019,1294.0,-188.0,-1.49,-75.0,825.0,0.0,-6.0,-0.05,-123
