Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,39.0,6.0,0.36,11.0,-26.0,-0.0,3.0,0.19,0
2012,19.0,2.0,0.02,4.0,-19.0,-0.0,-1.0,-0.02,-66
2013,16.0,2.0,-0.1,1.0,-17.0,-0.0,1.0,-0.05,0
2014,9.0,-2.0,-0.04,-2.0,-4.0,-0.0,-16.0,-0.32,-199
2015,6.0,-5.0,-0.36,-4.0,-2.0,-0.0,-6.0,-0.46,-151
2016,5.0,-5.0,0.0,-2.0,-2.0,-0.0,2.0,0.01,0
2017,-1.0,0.0,0.0,-2.0,-2.0,-0.0,2.0,2.0,100
2018,0.0,0.0,0.0,-1.0,-5.0,-0.0,0.0,0.0,-100
2019,2.0,-2.0,-0.25,-5.0,-1.0,-0.0,-2.0,-0.25,-20099
2020,-1.0,-2.0,-0.02,-7.0,0.0,0.0,-2.0,-0.13,0
