Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,70.0,21.0,0.63,20.0,0.0,0.0,19.0,0.58,0
2011,145.0,46.0,1.38,79.0,1118.0,14.15,58.0,1.76,118
2012,132.0,38.0,1.11,68.0,834.0,12.26,70.0,2.06,-17
2013,134.0,42.0,1.21,73.0,935.0,12.81,55.0,1.57,10
2014,132.0,42.0,1.2,75.0,1166.0,15.55,47.0,1.34,0
2015,135.0,43.0,1.21,76.0,1173.0,15.43,48.0,1.33,2
2016,217.0,72.0,2.01,134.0,788.0,5.88,96.0,2.67,67
2017,172.0,50.0,1.36,90.0,1114.0,12.38,55.0,1.49,-30
2018,154.0,49.0,1.3,70.0,1092.0,15.6,61.0,1.65,-2
2019,158.0,34.0,0.96,50.0,1161.0,23.22,67.0,1.91,-30
