Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,14.0,2.0,0.22,1.0,0.0,0.0,-2.0,-0.22,0
2011,42.0,5.0,0.35,7.0,-2.0,-0.0,-2.0,-0.14,148
2012,64.0,4.0,0.24,6.0,3.0,0.5,-3.0,-0.17,-20
2013,76.0,4.0,0.2,5.0,5.0,1.0,-4.0,-0.21,0
2014,96.0,8.0,0.4,10.0,6.0,0.6,-9.0,-0.45,99
2015,89.0,2.0,0.1,1.0,5.0,5.0,-7.0,-0.32,-75
2016,90.0,0.0,0.0,-2.0,5.0,0.0,-10.0,-0.4,-100
2017,105.0,3.0,0.11,7.0,-1.0,-0.0,-4.0,-0.15,29900
2018,87.0,3.0,0.1,4.0,5.0,1.25,-10.0,-0.36,0
2019,48.0,-1.0,-2.93,-1.0,-1.0,-0.0,4.0,4.0,-133
