Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,14.0,1.0,0.33,1.0,0.0,0.0,1.0,0.33,0
2012,27.0,4.0,1.32,4.0,0.0,0.0,-6.0,-2.0,296
2013,23.0,4.0,1.32,4.0,-2.0,-0.0,1.0,0.33,0
2014,18.0,4.0,1.32,4.0,-2.0,-0.0,-4.0,-1.33,0
2015,28.0,4.0,1.32,4.0,-4.0,-0.0,-3.0,-1.0,0
2016,34.0,4.0,1.32,4.0,-7.0,-0.0,3.0,1.0,0
2017,23.0,4.0,1.32,4.0,-4.0,-0.0,-6.0,-2.0,0
2018,22.0,2.0,0.66,4.0,-3.0,-0.0,-6.0,-2.0,-50
2019,32.0,4.0,2.0,4.0,-6.0,-0.0,-1.0,-0.5,99
2020,28.0,4.0,1.49,4.0,-15.0,-0.0,5.0,1.67,0
