Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,26.0,-53.0,-1.18,-1.0,0.0,0.0,4.0,0.09,0
2011,53.0,9.0,0.28,12.0,3.0,0.25,16.0,0.5,116
2012,55.0,8.0,0.24,17.0,-7.0,-0.0,11.0,0.34,-11
2013,55.0,10.0,0.32,19.0,-20.0,-0.0,12.0,0.39,24
2014,62.0,12.0,0.48,22.0,-23.0,-0.0,14.0,0.54,19
2015,82.0,15.0,0.53,28.0,-21.0,-0.0,22.0,0.79,24
2016,101.0,26.0,0.78,49.0,-27.0,-0.0,19.0,0.58,73
2017,110.0,22.0,0.58,55.0,8.0,0.15,35.0,0.92,-15
2018,129.0,34.0,0.81,54.0,9.0,0.17,45.0,1.1,54
2019,140.0,39.0,0.82,62.0,-9.0,-0.0,47.0,1.02,14
