Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,10.0,-1.0,-0.25,1.0,0.0,0.0,-2.0,-0.5,0
2011,16.0,-4.0,-1.0,-4.0,-54.0,-0.0,-9.0,-2.25,-304
2012,13.0,-5.0,-1.25,-5.0,-51.0,-0.0,-8.0,-2.0,-25
2013,13.0,-5.0,-1.25,-5.0,-45.0,-0.0,-8.0,-2.0,0
2014,12.0,-8.0,-2.0,-8.0,-36.0,-0.0,-13.0,-3.25,-60
2015,8.0,-10.0,-2.5,-10.0,-28.0,-0.0,-10.0,-2.5,-25
2016,6.0,-8.0,-2.0,-8.0,-18.0,-0.0,-12.0,-3.0,19
2017,4.0,-8.0,-1.6,-8.0,-9.0,-0.0,-11.0,-2.2,0
2018,6.0,-5.0,-1.0,-5.0,-2.0,-0.0,-4.0,-0.8,37
2019,6.0,-2.0,-0.4,-4.0,-2.0,-0.0,-2.0,-0.4,59
