Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,40.0,-3.0,-0.05,1.0,0.0,0.0,-2.0,-0.03,0
2011,89.0,-5.0,-0.07,-6.0,-26.0,-0.0,11.0,0.19,-101
2012,113.0,12.0,0.24,27.0,-36.0,-0.0,20.0,0.37,425
2013,137.0,17.0,0.31,32.0,-50.0,-0.0,26.0,0.48,38
2014,163.0,18.0,0.34,36.0,-78.0,-0.0,29.0,0.54,5
2015,196.0,19.0,0.35,38.0,-109.0,-0.0,40.0,0.74,5
2016,266.0,15.0,0.29,35.0,-87.0,-0.0,13.0,0.25,-20
2017,342.0,5.0,0.1,20.0,-80.0,-0.0,10.0,0.19,-62
2018,684.0,27.0,0.46,35.0,-349.0,-0.0,54.0,0.95,365
2019,528.0,1.0,0.01,-5.0,-350.0,-0.0,52.0,0.87,-92
