Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,208.0,-4.0,-4.0,4.0,0.0,0.0,-10.0,-10.0,0
2011,510.0,10.0,1.41,47.0,82.0,1.74,-2.0,-0.29,350
2012,389.0,14.0,1.74,46.0,61.0,1.33,29.0,3.63,39
2013,357.0,-2.0,-2.0,45.0,94.0,2.09,-6.0,-6.0,-114
2014,401.0,-17.0,-17.0,14.0,46.0,3.29,23.0,23.0,-754
2015,172.0,-28.0,-28.0,-18.0,-9.0,-0.0,50.0,50.0,-64
2016,148.0,-9.0,-9.0,0.0,-20.0,0.0,12.0,12.0,67
2017,130.0,-9.0,-9.0,0.0,-42.0,0.0,-12.0,-12.0,0
2018,170.0,22.0,4.4,26.0,5.0,0.19,-15.0,-3.0,344
2019,278.0,26.0,2.88,43.0,-31.0,-0.0,34.0,3.78,18
