Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,88.0,10.0,0.48,6.0,-9.0,-0.0,4.0,0.19,0
2012,120.0,4.0,0.16,8.0,-39.0,-0.0,10.0,0.36,-60
2013,110.0,0.0,0.0,5.0,-35.0,-0.0,0.0,0.0,-100
2014,105.0,-11.0,-0.4,-1.0,-24.0,-0.0,-8.0,-0.3,-110100
2015,108.0,-4.0,-0.16,5.0,-9.0,-0.0,2.0,0.07,63
2016,125.0,-9.0,-0.3,-2.0,-8.0,-0.0,1.0,0.03,-125
2017,139.0,-9.0,-0.25,-1.0,-20.0,-0.0,-8.0,-0.22,0
2018,141.0,-7.0,-0.17,5.0,-13.0,-0.0,-4.0,-0.11,22
2019,119.0,-8.0,-0.19,3.0,-7.0,-0.0,-3.0,-0.08,-14
