Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,270.0,-12.0,-0.32,47.0,0.0,0.0,11.0,0.31,0
2011,46.0,8.0,0.08,11.0,1.0,0.09,10.0,0.11,166
2012,57.0,9.0,0.18,17.0,1.0,0.06,12.0,0.27,12
2013,56.0,10.0,0.2,16.0,1.0,0.06,11.0,0.22,10
2014,54.0,10.0,0.3,14.0,1.0,0.07,14.0,0.44,0
2015,843.0,8.0,0.27,112.0,2.0,0.02,-66.0,-2.36,-20
2016,3313.0,6.0,0.18,116.0,615.0,5.3,26.0,0.79,-25
2017,3458.0,1.0,0.25,121.0,555.0,4.59,55.0,13.75,-83
2018,2725.0,37.0,0.8,144.0,655.0,4.55,-27.0,-0.59,3563
2019,4836.0,23.0,0.46,218.0,651.0,2.99,4.0,0.08,-37
