Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,21.0,-33.0,-1.1,-17.0,0.0,0.0,-20.0,-0.67,0
2011,163.0,32.0,0.78,41.0,-197.0,-0.0,23.0,0.56,203
2012,18.0,-113.0,-2.63,-104.0,-135.0,-0.0,-112.0,-2.6,-439
2013,4.0,-105.0,-2.1,-97.0,-99.0,-0.0,-86.0,-1.72,7
2014,18.0,-50.0,-0.97,-41.0,-33.0,-0.0,-66.0,-1.27,52
2015,20.0,-14.0,-0.25,-2.0,-24.0,-0.0,-14.0,-0.25,73
2016,4.0,-24.0,-0.35,-24.0,-10.0,-0.0,-30.0,-0.44,-77
2017,8.0,-64.0,-0.61,-61.0,-14.0,-0.0,-17.0,-0.16,-174
2018,5.0,-5.0,-0.03,-3.0,-6.0,-0.0,-23.0,-0.18,93
2019,28.0,10.0,0.66,11.0,-31.0,-0.0,-3.0,-0.2,375
2020,28.0,1.0,0.1,2.0,-21.0,-0.0,-7.0,-0.44,-81
