Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2015,6148.0,956.0,1.41,1503.0,4267.0,2.84,-417.0,-0.62,0
2016,6335.0,829.0,1.21,1377.0,4713.0,3.42,-81.0,-0.12,-13
