Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2014,81.0,2.0,0.05,5.0,0.0,0.0,4.0,0.11,0
2015,188.0,-68.0,-2.61,-52.0,-187.0,-0.0,-43.0,-1.65,-3483
2016,214.0,-94.0,-1.85,-87.0,-96.0,-0.0,-93.0,-1.82,-38
2017,209.0,-134.0,-2.53,-124.0,5.0,0.0,-104.0,-1.96,-42
2018,256.0,-125.0,-2.17,-105.0,-30.0,-0.0,-74.0,-1.3,6
2019,300.0,-124.0,-1.78,-107.0,-317.0,-0.0,-66.0,-0.96,0
