Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,10.0,2.0,0.66,1.0,0.0,0.0,2.0,0.67,0
2011,25.0,4.0,1.32,5.0,0.0,0.0,10.0,3.33,99
2012,27.0,2.0,0.66,2.0,-1.0,-0.0,5.0,1.67,-50
2013,34.0,4.0,1.0,5.0,-19.0,-0.0,6.0,1.5,99
2014,48.0,4.0,0.56,8.0,-9.0,-0.0,14.0,2.0,0
2015,62.0,6.0,0.86,10.0,-13.0,-0.0,15.0,2.14,49
2016,75.0,8.0,1.15,13.0,-12.0,-0.0,9.0,1.29,33
2017,90.0,8.0,0.8,14.0,-19.0,-0.0,23.0,2.3,0
2018,111.0,2.0,0.2,5.0,8.0,1.6,18.0,1.8,-75
2019,143.0,-6.0,-0.6,-5.0,-3.0,-0.0,24.0,2.4,-398
