Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2015,3.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0
2016,12.0,4.0,1.0,4.0,15.0,3.75,4.0,1.0,296
2017,13.0,2.0,0.5,4.0,28.0,7.0,4.0,1.0,-50
2018,15.0,4.0,0.64,4.0,15.0,3.75,4.0,0.67,99
2019,22.0,4.0,0.47,6.0,17.0,2.83,4.0,0.5,0
