Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,292.0,2.0,0.08,8.0,0.0,0.0,-10.0,-0.36,0
2011,829.0,18.0,0.65,61.0,163.0,2.67,-11.0,-0.39,795
2012,855.0,49.0,1.74,57.0,182.0,3.19,6.0,0.21,172
2013,745.0,-11.0,-0.39,26.0,178.0,6.85,9.0,0.32,-122
2014,837.0,6.0,0.21,51.0,180.0,3.53,-3.0,-0.1,154
2015,823.0,6.0,0.2,55.0,140.0,2.55,40.0,1.38,0
2016,660.0,6.0,0.2,41.0,103.0,2.51,38.0,1.31,0
2017,754.0,-1.0,-0.04,47.0,114.0,2.43,-9.0,-0.31,-116
2018,896.0,42.0,1.39,83.0,93.0,1.12,27.0,0.9,4342
2019,900.0,15.0,0.49,54.0,117.0,2.17,14.0,0.47,-64
