Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,67.0,-2.0,-0.14,0.0,0.0,0.0,3.0,0.21,0
2011,156.0,-13.0,-0.92,-2.0,-65.0,-0.0,-2.0,-0.14,-553
2012,124.0,-26.0,-1.85,-22.0,-53.0,-0.0,-14.0,-1.0,-100
2013,145.0,-4.0,2.0,-1.0,-46.0,-0.0,-6.0,3.0,84
2014,1.0,-14.0,1.4,-14.0,3.0,0.0,-25.0,2.5,-250
2015,8.0,-9.0,4.5,-34.0,5.0,0.0,5.0,-2.5,35
2016,12.0,-7.0,7.0,-1.0,10.0,0.0,-6.0,6.0,22
2017,14.0,-12.0,-12.0,-8.0,-15.0,-0.0,-15.0,-15.0,-71
2018,19.0,-11.0,-11.0,-7.0,-6.0,-0.0,-10.0,-10.0,8
2019,23.0,-25.0,-8.32,-21.0,1.0,0.0,-18.0,-6.0,-127
