Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,101.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0
2011,542.0,30.0,2.51,59.0,-60.0,-0.0,6.0,0.5,896
2012,577.0,48.0,4.0,89.0,-46.0,-0.0,-5.0,-0.42,59
2013,481.0,20.0,1.67,44.0,-68.0,-0.0,34.0,2.83,-58
2014,454.0,4.0,0.34,21.0,-44.0,-0.0,-12.0,-1.0,-80
2015,486.0,28.0,2.34,65.0,-49.0,-0.0,31.0,2.58,598
2016,405.0,5.0,0.42,24.0,-59.0,-0.0,22.0,1.83,-82
2017,393.0,-8.0,-0.66,4.0,-46.0,-0.0,0.0,0.0,-259
2018,434.0,-21.0,-1.75,19.0,-9.0,-0.0,-24.0,-2.0,-162
2019,489.0,9.0,9.0,32.0,-31.0,-0.0,33.0,33.0,142
2020,474.0,16.0,9.58,41.0,-22.0,-0.0,25.0,2.08,77
