Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,0.0,-2.0,0.0,-2.0,0.0,0.0,-1.0,-0.01,0
2011,3.0,-2.0,-2.0,-2.0,-1.0,-0.0,-2.0,-2.0,0
2012,2.0,-6.0,-1.99,-6.0,-4.0,-0.0,-7.0,-2.33,-201
2013,2.0,-12.0,0.08,-8.0,-7.0,-0.0,-6.0,0.05,-100
2014,3.0,-14.0,0.07,-10.0,-14.0,-0.0,-11.0,0.07,-16
2015,4.0,-18.0,0.08,-16.0,-14.0,-0.0,-14.0,0.07,-28
2016,4.0,-27.0,0.08,-23.0,-39.0,-0.0,-18.0,0.06,-50
2017,4.0,-24.0,0.08,-21.0,-21.0,-0.0,-24.0,0.09,11
2018,4.0,-37.0,0.06,-32.0,-52.0,-0.0,-29.0,0.07,-54
2019,2.0,-48.0,-2.65,-43.0,-1.0,-0.0,-46.0,-2.56,-29
