Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1256.0,80.0,1.52,181.0,129.0,0.71,140.0,2.69,0
2011,1057.0,107.0,2.0,197.0,3.0,0.02,147.0,2.77,33
2012,1070.0,-19.0,-0.38,203.0,10.0,0.05,122.0,2.35,-117
2013,1155.0,-154.0,-3.03,-31.0,221.0,0.0,107.0,2.1,-710
2014,1223.0,-47.0,-0.92,6.0,181.0,30.17,50.0,0.98,69
2015,1170.0,2.0,0.03,75.0,138.0,1.84,66.0,1.29,104
2016,1120.0,78.0,1.56,148.0,74.0,0.5,122.0,2.44,3780
2017,1112.0,94.0,1.84,157.0,-26.0,-0.0,128.0,2.51,20
2018,1172.0,89.0,1.7,179.0,-129.0,-0.0,120.0,2.31,-5
2019,1159.0,129.0,2.41,189.0,-229.0,-0.0,128.0,2.42,44
2020,1146.0,140.0,2.62,196.0,-240.0,-0.0,137.0,2.58,8
