Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,0.0,-11.0,-3.66,-13.0,0.0,0.0,-4.0,-1.33,0
2011,0.0,-8.0,-8.0,-8.0,-9.0,-0.0,-9.0,-9.0,27
2012,2.0,-6.0,-6.0,-6.0,-4.0,-0.0,-7.0,-7.0,24
2013,1.0,-6.0,-3.0,-6.0,-7.0,-0.0,-6.0,-3.0,0
2014,0.0,-10.0,-0.64,-10.0,-30.0,-0.0,-12.0,-0.75,-66
2015,0.0,-10.0,-0.4,-10.0,-33.0,-0.0,-13.0,-0.5,0
2016,0.0,-11.0,-0.44,-11.0,-22.0,-0.0,-14.0,-0.54,-10
2017,0.0,-11.0,-0.44,-11.0,-1.0,-0.0,-12.0,-0.46,0
2018,0.0,-9.0,-0.27,-9.0,-1.0,-0.0,-10.0,-0.31,18
2019,0.0,-5.0,-0.09,-5.0,0.0,0.0,-6.0,-0.06,44
