Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-6.0,-0.16,-7.0,0.0,0.0,-2.0,-0.06,0
2011,1.0,-13.0,-1.83,-13.0,-24.0,-0.0,-13.0,-1.86,-117
2012,3.0,-10.0,-1.24,-13.0,-16.0,-0.0,-12.0,-1.5,23
2013,4.0,-10.0,1.24,-11.0,-31.0,-0.0,-20.0,2.5,0
2014,4.0,-16.0,1.2,-20.0,-24.0,-0.0,-21.0,1.62,-60
2015,4.0,-12.0,1.2,-14.0,-20.0,-0.0,-16.0,1.6,24
2016,4.0,-9.0,1.26,-12.0,-16.0,-0.0,-7.0,1.0,24
2017,0.0,-5.0,1.25,-7.0,-23.0,-0.0,-10.0,2.5,44
2018,1.0,-6.0,1.2,-7.0,-17.0,-0.0,-10.0,2.0,-20
2019,0.0,-5.0,-0.3,-8.0,-11.0,-0.0,-8.0,-0.5,16
