Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,25.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.17,0
2011,54.0,4.0,0.68,5.0,191.0,38.2,56.0,9.33,395
2012,52.0,3.0,0.5,8.0,150.0,18.75,13.0,2.17,-20
2013,49.0,4.0,0.68,11.0,193.0,17.55,15.0,2.5,24
2014,48.0,4.0,0.68,7.0,194.0,27.71,0.0,0.0,0
2015,59.0,11.0,1.84,20.0,132.0,6.6,17.0,2.83,139
2016,51.0,5.0,0.84,9.0,107.0,11.89,7.0,1.17,-50
2017,51.0,4.0,0.58,12.0,86.0,7.17,8.0,1.14,-16
2018,58.0,9.0,1.26,14.0,155.0,11.07,8.0,1.14,99
2019,61.0,11.0,1.55,18.0,100.0,5.56,12.0,1.71,19
