Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,119.0,22.0,0.92,31.0,0.0,0.0,14.0,0.58,0
2011,193.0,23.0,0.92,35.0,169.0,4.83,146.0,5.84,4
2012,200.0,25.0,1.0,33.0,101.0,3.06,160.0,6.4,8
2013,226.0,32.0,1.19,47.0,84.0,1.79,146.0,5.41,27
2014,281.0,57.0,1.83,93.0,93.0,1.0,106.0,3.42,78
2015,347.0,67.0,1.92,108.0,393.0,3.64,231.0,6.6,17
2016,437.0,89.0,2.17,137.0,151.0,1.1,154.0,3.76,32
2017,467.0,90.0,1.96,163.0,109.0,0.67,191.0,4.15,1
2018,538.0,144.0,2.75,191.0,452.0,2.37,59.0,1.13,59
2019,595.0,166.0,2.84,222.0,674.0,3.04,134.0,2.31,15
