Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,40.0,9.0,0.18,7.0,0.0,0.0,2.0,0.04,0
2011,30.0,19.0,0.34,53.0,27.0,0.51,-21.0,-0.38,110
2012,1.0,2.0,0.04,15.0,-30.0,-0.0,39.0,0.76,-89
2013,60.0,14.0,0.26,27.0,71.0,2.63,-72.0,-1.33,596
2014,19.0,18.0,0.26,27.0,39.0,1.44,-37.0,-0.54,28
2015,23.0,17.0,2.13,23.0,-25.0,-0.0,62.0,7.75,-5
2016,-1.0,3.0,0.38,7.0,-54.0,-0.0,38.0,4.75,-82
2017,-1.0,-8.0,-1.0,3.0,-62.0,-0.0,0.0,0.0,-365
2018,3.0,-68.0,-8.49,-58.0,-52.0,-0.0,2.0,0.25,-751
2019,1.0,-74.0,-5.95,-63.0,-48.0,-0.0,-8.0,-0.5,-8
